,ANGELEGT_AM,start_date_delict,start_time_delict,end_date_delict,end_time_delict,LOR,damage_amount,intent_delict,bike_type,delict,description,crime_duration_days,crime_duration_hours,year,month
81,2022-12-28,2022-12-27,12,2022-12-28,11,02300417,1178,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,1,2022,12
82,2022-12-28,2022-12-28,15,2022-12-28,15,02100102,50,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
83,2022-12-28,2022-12-28,15,2022-12-28,15,02100102,50,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
84,2022-12-28,2022-12-10,20,2022-12-10,22,09100101,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2022,12
85,2022-12-28,2022-12-28,7,2022-12-28,17,03400721,260,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,10,2022,12
86,2022-12-28,2022-12-28,18,2022-12-28,21,01100206,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
87,2022-12-28,2022-12-27,19,2022-12-27,20,03701658,1129,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
88,2022-12-28,2022-12-28,19,2022-12-28,19,08100417,1,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
89,2022-12-28,2022-12-27,14,2022-12-28,9,01400940,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,5,2022,12
90,2022-12-28,2022-12-27,19,2022-12-28,12,01400938,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,7,2022,12
91,2022-12-28,2022-12-27,12,2022-12-28,14,04500936,910,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,1 days,2,2022,12
92,2022-12-28,2022-12-27,21,2022-12-27,23,02300417,1000,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2022,12
93,2022-12-28,2022-12-27,17,2022-12-28,9,02200209,350,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2022,12
94,2022-12-28,2022-01-12,17,2022-02-12,7,06400736,739,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,31 days,10,2022,12
95,2022-12-28,2022-12-28,15,2022-12-28,15,02100102,50,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
96,2022-12-28,2022-12-27,18,2022-12-28,9,11300618,424,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2022,12
97,2022-12-28,2022-12-27,15,2022-12-28,8,07501031,3578,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1 days,7,2022,12
98,2022-12-28,2022-12-26,20,2022-12-27,9,05200524,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,11,2022,12
99,2022-12-28,2022-12-24,19,2022-12-27,18,04300619,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3 days,1,2022,12
100,2022-12-28,2022-12-28,15,2022-12-28,15,02100102,50,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
101,2022-12-28,2022-12-28,15,2022-12-28,15,02100102,50,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
102,2022-12-28,2022-12-26,16,2022-12-26,21,01400942,2200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2022,12
103,2022-12-28,2022-12-28,15,2022-12-28,15,02100102,50,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
104,2022-12-28,2022-12-28,15,2022-12-28,15,02100102,50,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
105,2022-12-28,2022-12-28,17,2022-12-28,19,01100311,829,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2022,12
106,2022-12-28,2022-12-27,17,2022-12-28,9,02200209,340,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2022,12
107,2022-12-28,2022-10-15,19,2022-10-16,8,02300314,450,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,1 days,11,2022,12
108,2022-12-28,2022-12-28,8,2022-12-28,13,01200522,0,Ja,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2022,12
109,2022-12-28,2022-12-28,8,2022-12-28,15,05100207,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2022,12
110,2022-12-27,2022-12-21,9,2022-12-21,15,01100103,1600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2022,12
111,2022-12-27,2022-12-26,11,2022-12-26,11,01400938,998,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
112,2022-12-27,2022-12-27,18,2022-12-27,18,02300417,0,Nein,Lastenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
113,2022-12-27,2022-12-26,10,2022-12-27,8,04300412,2000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,2,2022,12
114,2022-12-27,2022-12-22,18,2022-12-23,2,10100210,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,16,2022,12
115,2022-12-27,2022-12-27,14,2022-12-27,16,08100206,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2022,12
116,2022-12-27,2022-12-27,16,2022-12-27,16,01100310,1100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
117,2022-12-27,2022-12-26,22,2022-12-26,23,03400721,1041,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
118,2022-12-27,2022-12-27,1,2022-12-27,1,03400831,10,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
119,2022-12-27,2022-12-21,18,2022-12-21,19,06400842,200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
120,2022-12-27,2022-12-23,10,2022-12-24,15,07400824,859,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,5,2022,12
121,2022-12-27,2022-12-24,21,2022-12-25,10,01100104,1100,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,1 days,11,2022,12
122,2022-12-27,2022-12-24,11,2022-12-26,18,10200524,310,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2 days,7,2022,12
123,2022-12-27,2022-12-24,22,2022-12-27,21,01100415,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3 days,1,2022,12
124,2022-12-27,2022-12-25,16,2022-12-25,19,01401043,485,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
125,2022-12-27,2022-12-23,17,2022-12-23,17,05200631,400,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,0 days,0,2022,12
126,2022-12-27,2022-12-26,20,2022-12-27,10,01100104,1078,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,10,2022,12
127,2022-12-27,2022-12-27,11,2022-12-27,12,01401043,2849,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
128,2022-12-27,2022-12-22,17,2022-12-22,18,09502043,548,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
129,2022-12-27,2022-12-17,15,2022-12-18,18,01200629,380,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,3,2022,12
130,2022-12-27,2022-12-23,20,2022-12-24,12,01300730,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2022,12
131,2022-12-27,2022-12-27,14,2022-12-27,15,08100314,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
132,2022-12-27,2022-12-15,18,2022-12-16,12,01100415,650,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,6,2022,12
133,2022-12-27,2022-12-24,20,2022-12-26,21,01100310,444,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,1,2022,12
134,2022-12-27,2022-12-27,9,2022-12-27,10,03400723,1000,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
135,2022-12-27,2022-12-26,19,2022-12-27,10,11300619,799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2022,12
136,2022-12-27,2022-12-27,11,2022-12-27,15,03200308,498,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2022,12
137,2022-12-27,2022-12-27,15,2022-12-27,21,06100102,1960,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2022,12
138,2022-12-27,2022-12-22,9,2022-12-23,10,01100104,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,1,2022,12
139,2022-12-26,2022-12-25,13,2022-12-26,12,07100204,1182,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,1,2022,12
140,2022-12-26,2022-12-25,21,2022-12-26,6,07200308,2899,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,15,2022,12
141,2022-12-26,2022-12-25,7,2022-12-25,7,12200308,1739,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
142,2022-12-26,2022-12-25,17,2022-12-26,15,12100204,3370,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,2,2022,12
143,2022-12-26,2022-12-26,10,2022-12-26,14,08100103,886,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2022,12
144,2022-12-26,2022-12-25,13,2022-12-26,11,03500935,524,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,2,2022,12
