,ANGELEGT_AM,start_date_delict,start_time_delict,end_date_delict,end_time_delict,LOR,damage_amount,intent_delict,bike_type,delict,description,crime_duration_days,crime_duration_hours,year,month
341,2022-12-19,2022-12-18,16,2022-12-19,9,12500930,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,7,2022,12
342,2022-12-19,2022-11-18,14,2022-11-18,15,12601134,1880,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
343,2022-12-19,2022-12-18,12,2022-12-18,18,03601347,860,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2022,12
344,2022-12-19,2022-12-16,19,2022-12-16,20,01401049,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
345,2022-12-19,2022-12-17,15,2022-12-17,22,01300834,884,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2022,12
346,2022-12-19,2022-12-16,7,2022-12-16,15,03300517,4990,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,8,2022,12
347,2022-12-19,2022-12-19,7,2022-12-19,9,04200311,2232,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2022,12
348,2022-12-19,2022-12-19,7,2022-12-19,15,11501341,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2022,12
349,2022-12-19,2022-12-14,18,2022-12-14,19,06300526,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
350,2022-12-19,2022-12-14,13,2022-12-15,12,02200210,534,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,1,2022,12
351,2022-12-19,2022-12-19,5,2022-12-19,8,04501044,1259,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
352,2022-12-19,2022-12-19,14,2022-12-19,14,04400834,0,Ja,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
353,2022-12-19,2022-12-19,8,2022-12-19,17,03400826,1126,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2022,12
354,2022-12-19,2022-12-19,19,2022-12-19,19,07601544,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,0,2022,12
355,2022-12-19,2022-12-17,16,2022-12-18,1,06400737,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,15,2022,12
356,2022-12-19,2022-09-12,14,2022-09-12,22,07200413,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2022,12
357,2022-12-19,2022-12-12,8,2022-12-14,18,02100102,430,Unbekannt,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,10,2022,12
358,2022-12-19,2022-12-17,17,2022-12-18,11,04501045,2250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,6,2022,12
359,2022-12-19,2022-11-12,17,2022-12-12,9,12100101,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,30 days,8,2022,12
360,2022-12-19,2022-12-18,15,2022-12-18,20,12400723,623,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2022,12
361,2022-12-19,2022-12-15,0,2022-12-16,0,08100208,2850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,0,2022,12
362,2022-12-19,2022-12-19,16,2022-12-19,16,02300315,270,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
363,2022-12-19,2022-12-16,8,2022-12-17,0,09100409,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2022,12
364,2022-12-19,2022-12-16,21,2022-12-17,12,07200307,649,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2022,12
365,2022-12-19,2022-12-18,18,2022-12-19,9,12500928,2697,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2022,12
366,2022-12-19,2022-12-19,7,2022-12-19,11,02500834,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2022,12
367,2022-12-19,2022-12-19,17,2022-12-19,20,04300623,710,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
368,2022-12-19,2022-12-17,12,2022-12-17,18,03601141,792,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2022,12
369,2022-12-19,2022-12-16,7,2022-12-18,17,03400828,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,10,2022,12
370,2022-12-19,2022-12-17,12,2022-12-17,16,11401135,1618,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2022,12
371,2022-12-19,2022-12-18,15,2022-12-19,11,09401431,2699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,4,2022,12
372,2022-12-19,2022-12-18,17,2022-12-18,18,09501939,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
373,2022-12-19,2022-12-17,19,2022-12-17,23,07200409,325,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2022,12
374,2022-12-19,2022-12-17,16,2022-12-18,10,11300616,388,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,6,2022,12
375,2022-12-19,2022-12-17,15,2022-12-17,15,03701554,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
376,2022-12-19,2022-12-16,22,2022-12-18,12,02200207,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,10,2022,12
377,2022-12-19,2022-12-19,8,2022-12-19,14,03400828,3581,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2022,12
378,2022-12-19,2022-12-14,20,2022-12-15,6,04300518,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,14,2022,12
379,2022-12-19,2022-12-19,8,2022-12-19,15,07300517,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2022,12
380,2022-12-19,2022-12-19,17,2022-12-19,17,01401048,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
381,2022-12-19,2022-12-18,18,2022-12-19,7,03601452,950,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,11,2022,12
382,2022-12-19,2022-12-10,22,2022-10-13,8,06100205,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,-58 days,14,2022,12
383,2022-12-19,2022-12-18,21,2022-12-19,7,02500833,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,14,2022,12
384,2022-12-18,2022-12-13,7,2022-12-13,16,02400625,749,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2022,12
385,2022-12-18,2022-12-17,15,2022-12-17,20,03500935,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2022,12
386,2022-12-18,2022-12-17,19,2022-12-17,23,04501151,1917,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2022,12
387,2022-12-18,2022-03-12,3,2022-03-12,10,06300632,800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2022,12
388,2022-12-18,2022-12-17,9,2022-12-18,15,11400930,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,6,2022,12
389,2022-12-18,2022-12-17,11,2022-12-18,10,11401032,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,1,2022,12
390,2022-12-18,2022-12-14,7,2022-12-14,16,04300621,968,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2022,12
391,2022-12-18,2022-12-16,10,2022-12-17,16,08100314,678,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,6,2022,12
392,2022-12-18,2022-08-12,13,2022-08-12,13,06400840,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
393,2022-12-18,2022-12-17,14,2022-12-18,8,06100102,2790,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,6,2022,12
394,2022-12-18,2022-12-17,18,2022-12-17,23,06300526,581,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2022,12
395,2022-12-18,2022-12-12,14,2022-12-12,16,02300418,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2022,12
396,2022-12-18,2022-12-13,17,2022-12-13,18,02300314,630,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
397,2022-12-18,2022-12-15,17,2022-12-17,20,11300722,849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,3,2022,12
398,2022-12-18,2022-12-15,23,2022-12-16,2,04501149,2788,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,21,2022,12
399,2022-12-18,2022-12-18,12,2022-12-18,13,03601142,1100,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
400,2022-12-18,2022-12-18,17,2022-12-18,18,01401048,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
401,2022-12-18,2022-12-18,10,2022-12-18,10,11501341,740,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
402,2022-12-18,2022-12-17,17,2022-12-18,8,02200212,1240,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2022,12
403,2022-12-18,2022-12-17,16,2022-12-17,20,11501341,671,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2022,12
404,2022-12-18,2022-12-17,17,2022-12-17,23,08100206,100,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2022,12
405,2022-12-18,2022-12-16,20,2022-12-18,18,05100316,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,2,2022,12
406,2022-12-18,2022-12-17,16,2022-12-17,18,08100101,1320,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2022,12
407,2022-12-18,2022-12-16,9,2022-12-18,13,02100103,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,4,2022,12
408,2022-12-17,2022-12-14,16,2022-12-14,19,09501737,449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
409,2022-12-17,2022-12-15,7,2022-12-17,10,11200513,3747,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2 days,3,2022,12
410,2022-12-17,2022-02-12,18,2022-04-12,10,06400736,2123,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,59 days,8,2022,12
411,2022-12-17,2022-12-15,18,2022-12-15,18,01100102,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
412,2022-12-17,2022-12-16,18,2022-12-16,23,01100310,1738,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2022,12
413,2022-12-17,2022-12-17,1,2022-12-17,1,01401047,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
414,2022-12-17,2022-12-16,20,2022-12-17,9,10200524,735,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1 days,11,2022,12
415,2022-12-17,2022-12-15,10,2022-12-17,13,06100206,649,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2 days,3,2022,12
416,2022-12-17,2022-12-16,7,2022-12-16,14,10400940,397,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2022,12
417,2022-12-17,2022-12-15,18,2022-12-17,9,11200513,1500,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2 days,9,2022,12
418,2022-12-17,2022-12-16,17,2022-12-16,18,01401043,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
419,2022-12-17,2022-12-16,16,2022-12-17,14,06100209,2,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1 days,2,2022,12
420,2022-12-17,2022-12-16,19,2022-12-16,20,09200613,594,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
421,2022-12-17,2022-12-17,14,2022-12-17,14,01401045,1400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
422,2022-12-17,2022-12-16,14,2022-12-16,19,07100101,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2022,12
423,2022-12-17,2022-12-17,13,2022-12-17,13,11400929,848,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
424,2022-12-17,2022-12-17,9,2022-12-17,9,12500927,2500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
425,2022-12-17,2022-12-15,10,2022-12-17,13,06100206,651,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2 days,3,2022,12
426,2022-12-17,2022-12-16,19,2022-12-16,22,06100103,1149,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
427,2022-12-17,2022-12-12,19,2022-12-12,19,02400624,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
428,2022-12-17,2022-12-16,23,2022-12-17,1,10400837,535,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,22,2022,12
429,2022-12-17,2022-12-14,18,2022-12-16,12,07100204,859,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,6,2022,12
430,2022-12-17,2022-12-17,16,2022-12-17,17,12601032,4163,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
431,2022-12-17,2022-12-16,15,2022-12-16,16,10300732,1270,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
432,2022-12-17,2022-12-16,8,2022-12-16,16,11300620,649,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2022,12
433,2022-12-17,2022-12-16,17,2022-12-16,19,11200410,3387,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2022,12
434,2022-12-17,2022-12-16,18,2022-12-16,19,01300836,1788,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
435,2022-12-17,2022-12-16,17,2022-12-16,20,03300514,541,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
436,2022-12-17,2022-12-15,22,2022-12-16,10,01100101,672,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,12,2022,12
437,2022-12-17,2022-12-16,5,2022-12-16,15,12500930,750,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,10,2022,12
438,2022-12-17,2022-12-16,7,2022-12-16,16,03100103,980,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2022,12
439,2022-12-17,2022-12-16,12,2022-12-16,12,02300315,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,0,2022,12
440,2022-12-17,2022-07-12,16,2022-09-12,8,01300834,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,62 days,8,2022,12
441,2022-12-16,2022-12-15,13,2022-12-16,9,04200309,1349,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,4,2022,12
442,2022-12-16,2022-12-15,20,2022-12-16,12,04200309,2799,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1 days,8,2022,12
443,2022-12-16,2022-05-12,7,2022-06-12,13,12400720,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,31 days,6,2022,12
444,2022-12-16,2022-10-12,19,2022-10-12,20,04300517,490,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
445,2022-12-16,2022-12-15,19,2022-12-16,10,02200211,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2022,12
446,2022-12-16,2022-12-13,2,2022-12-13,2,01300834,500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,0,2022,12
447,2022-12-16,2022-12-15,18,2022-12-16,9,03400619,953,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2022,12
448,2022-12-16,2022-12-16,9,2022-12-16,10,04300622,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
449,2022-12-16,2022-12-13,18,2022-12-16,12,01401044,437,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3 days,6,2022,12
450,2022-12-16,2022-12-16,3,2022-12-16,5,04300623,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2022,12
451,2022-12-16,2022-12-14,18,2022-12-15,9,02400625,572,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2022,12
452,2022-12-16,2022-12-14,16,2022-12-15,8,02200210,619,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2022,12
453,2022-12-16,2022-12-16,0,2022-12-16,8,09300920,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2022,12
454,2022-12-16,2022-11-13,1,2022-11-13,4,02100104,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
455,2022-12-16,2022-12-16,0,2022-12-16,7,03500935,675,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2022,12
456,2022-12-16,2022-12-14,18,2022-12-16,15,04300416,1360,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,3,2022,12
457,2022-12-16,2022-12-13,17,2022-12-14,9,03500934,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2022,12
458,2022-12-16,2022-12-15,12,2022-12-15,15,01401043,450,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
459,2022-12-16,2022-10-31,18,2022-10-31,21,07501030,299,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2022,12
460,2022-12-16,2022-12-15,19,2022-12-16,7,02400522,638,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,12,2022,12
461,2022-12-16,2022-12-15,9,2022-12-15,18,03400619,1621,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2022,12
462,2022-12-16,2022-12-15,17,2022-12-15,23,02200212,650,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2022,12
463,2022-12-16,2022-12-15,10,2022-12-15,18,06400844,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2022,12
464,2022-12-16,2022-01-12,6,2022-01-12,16,09501736,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,10,2022,12
465,2022-12-16,2022-12-14,23,2022-12-15,13,11200513,368,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,10,2022,12
466,2022-12-16,2022-12-16,13,2022-12-16,14,01400942,970,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
467,2022-12-16,2022-12-14,20,2022-12-15,5,12601133,550,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,15,2022,12
468,2022-12-16,2022-12-15,18,2022-12-16,17,11100206,799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,1,2022,12
469,2022-12-16,2022-12-15,10,2022-12-16,1,03400826,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2022,12
470,2022-12-16,2022-12-16,1,2022-12-16,10,01300836,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,9,2022,12
471,2022-12-16,2022-12-14,12,2022-12-16,11,05100211,249,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,1,2022,12
472,2022-12-16,2022-12-14,20,2022-12-15,9,07100101,567,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1 days,11,2022,12
473,2022-12-16,2022-12-14,21,2022-12-15,3,08100314,150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,18,2022,12
474,2022-12-16,2022-12-15,18,2022-12-16,8,03601348,1569,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,10,2022,12
475,2022-12-16,2022-12-16,6,2022-12-16,16,01400942,350,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,10,2022,12
476,2022-12-16,2022-12-15,17,2022-12-16,16,06300629,5549,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,1,2022,12
477,2022-12-16,2022-12-15,18,2022-12-16,19,06300629,739,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,1,2022,12
478,2022-12-16,2022-12-16,17,2022-12-16,17,04501042,0,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2022,12
479,2022-12-15,2022-12-14,17,2022-12-15,10,04501149,1649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,7,2022,12
480,2022-12-15,2022-12-14,18,2022-12-15,10,11200513,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2022,12
481,2022-12-15,2022-06-12,9,2022-06-12,17,03701554,100,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2022,12
482,2022-12-15,2022-12-14,20,2022-12-15,9,08100103,5065,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,11,2022,12
483,2022-12-15,2022-12-14,17,2022-12-14,18,02300417,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2022,12
484,2022-12-15,2022-12-15,8,2022-12-15,13,02100102,1182,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2022,12
485,2022-12-15,2022-12-13,17,2022-12-14,9,03500934,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2022,12
486,2022-12-15,2022-12-15,10,2022-12-15,20,02200209,1178,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,10,2022,12
