,ANGELEGT_AM,start_date_delict,start_time_delict,end_date_delict,end_time_delict,LOR,damage_amount,intent_delict,bike_type,delict,description,crime_duration_days,crime_duration_hours,year,month
0,2023-02-19,2023-02-18,18,2023-02-19,7,03701658,3472,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,11,2023,2
1,2023-02-19,2023-02-18,20,2023-02-19,9,01100308,2277,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,11,2023,2
2,2023-02-19,2023-02-18,16,2023-02-19,0,06100102,746,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,16,2023,2
3,2023-02-19,2023-02-18,17,2023-02-19,0,07601544,1849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,17,2023,2
4,2023-02-19,2023-02-17,17,2023-02-17,17,03601346,1863,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
5,2023-02-19,2023-02-19,11,2023-02-19,21,03400723,100,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,10,2023,2
6,2023-02-19,2023-02-18,22,2023-02-18,22,01200522,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
7,2023-02-19,2023-02-18,23,2023-02-19,1,05300737,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,22,2023,2
8,2023-02-19,2023-02-18,23,2023-02-19,1,03701554,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,22,2023,2
9,2023-02-19,2023-02-17,12,2023-02-18,16,03400620,0,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,4,2023,2
10,2023-02-19,2023-02-17,16,2023-02-17,17,01300834,1499,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
11,2023-02-19,2023-02-18,19,2023-02-19,10,02500835,3029,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2023,2
12,2023-02-19,2023-02-18,12,2023-02-18,14,03601245,446,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
13,2023-02-19,2023-02-18,15,2023-02-19,13,02200208,1690,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,2,2023,2
14,2023-02-19,2023-02-19,18,2023-02-19,19,02100104,2136,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
15,2023-02-19,2023-02-17,17,2023-02-18,10,03601141,621,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,7,2023,2
16,2023-02-19,2023-02-16,7,2023-02-18,11,08100312,565,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,4,2023,2
17,2023-02-19,2023-02-18,23,2023-02-19,1,09501940,1350,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,22,2023,2
18,2023-02-19,2023-02-17,8,2023-02-17,15,02200211,250,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2023,2
19,2023-02-19,2023-12-02,13,2023-12-02,18,12400720,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2023,2
20,2023-02-19,2023-02-18,0,2023-02-18,3,06400839,1250,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,3,2023,2
21,2023-02-19,2023-02-18,15,2023-02-19,10,09100304,4099,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,5,2023,2
22,2023-02-19,2023-02-18,19,2023-02-19,9,11501340,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,10,2023,2
23,2023-02-19,2023-02-18,16,2023-02-19,16,09401329,600,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,0,2023,2
24,2023-02-19,2023-02-18,17,2023-02-19,10,04300517,1180,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,7,2023,2
25,2023-02-19,2023-02-17,14,2023-02-18,21,06200421,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,7,2023,2
26,2023-02-19,2023-02-19,11,2023-02-19,11,02500830,2300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
27,2023-02-19,2023-02-17,15,2023-02-17,15,05200632,1400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
28,2023-02-19,2023-02-13,17,2023-02-13,19,02200209,540,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
29,2023-02-19,2023-02-19,4,2023-02-19,4,01100308,3700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
30,2023-02-19,2023-02-15,23,2023-02-18,13,07300619,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3 days,10,2023,2
31,2023-02-19,2023-02-17,7,2023-02-17,13,11501341,358,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2023,2
32,2023-02-19,2023-02-16,20,2023-02-17,11,03601348,3800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2023,2
33,2023-02-18,2023-02-15,18,2023-02-18,9,11300725,3500,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,3 days,9,2023,2
34,2023-02-18,2023-02-17,15,2023-02-18,9,03601140,4200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,6,2023,2
35,2023-02-18,2023-02-16,18,2023-02-17,9,02200211,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,9,2023,2
36,2023-02-18,2023-02-18,18,2023-02-18,18,02400520,20,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,0,2023,2
37,2023-02-18,2023-02-16,17,2023-02-18,14,02500727,1016,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,3,2023,2
38,2023-02-18,2023-02-16,18,2023-02-18,9,07300619,1026,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,9,2023,2
39,2023-02-18,2023-02-16,19,2023-02-16,22,01100102,849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2023,2
40,2023-02-18,2023-02-17,23,2023-02-18,0,04501042,2150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,23,2023,2
41,2023-02-18,2023-02-16,10,2023-02-17,16,02200207,5000,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1 days,6,2023,2
42,2023-02-18,2023-02-17,19,2023-02-18,11,07400720,5400,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1 days,8,2023,2
43,2023-02-18,2023-02-18,9,2023-02-18,12,02500835,1300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2023,2
44,2023-02-18,2023-02-17,17,2023-02-18,15,07200308,215,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,2,2023,2
45,2023-02-18,2023-10-02,7,2023-10-02,15,04501147,499,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2023,2
46,2023-02-18,2023-02-18,16,2023-02-18,17,03601243,2500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
47,2023-02-18,2023-02-16,20,2023-02-18,9,06100206,1652,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,11,2023,2
48,2023-02-18,2023-02-17,13,2023-02-17,13,04501149,699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
49,2023-02-18,2023-02-18,10,2023-02-18,14,02200212,628,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2023,2
50,2023-02-18,2023-02-18,12,2023-02-18,22,12400720,704,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,10,2023,2
51,2023-02-18,2023-02-17,19,2023-02-18,11,07400720,1250,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2023,2
52,2023-02-18,2023-11-02,17,2023-02-13,10,07100205,670,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,-262 days,7,2023,2
53,2023-02-18,2023-02-16,17,2023-02-16,19,04400830,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
54,2023-02-18,2023-02-16,12,2023-02-18,11,07100204,1649,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2 days,1,2023,2
55,2023-02-18,2023-02-17,12,2023-02-17,21,08100311,449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2023,2
56,2023-02-18,2023-02-15,18,2023-02-18,14,10100315,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3 days,4,2023,2
57,2023-02-18,2023-02-16,8,2023-02-17,8,02500727,1098,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,0,2023,2
58,2023-02-18,2023-02-15,7,2023-02-15,13,01300733,200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2023,2
59,2023-02-18,2023-02-17,17,2023-02-18,15,04300622,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,2,2023,2
60,2023-02-18,2023-01-27,21,2023-01-28,1,07601544,683,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,20,2023,2
61,2023-02-18,2023-02-17,18,2023-02-18,13,01100312,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,5,2023,2
62,2023-02-18,2023-02-17,7,2023-02-17,17,02200211,999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,10,2023,2
63,2023-02-17,2023-02-16,22,2023-02-16,23,08100415,4300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
64,2023-02-17,2023-02-16,12,2023-02-17,9,12200515,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,3,2023,2
65,2023-02-17,2023-10-02,11,2023-02-13,9,01100414,555,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,-231 days,2,2023,2
66,2023-02-17,2023-02-16,11,2023-02-16,18,01300835,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,7,2023,2
67,2023-02-17,2023-02-16,20,2023-02-17,9,12400617,3499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,11,2023,2
68,2023-02-17,2023-02-17,15,2023-02-17,18,04300622,3135,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2023,2
69,2023-02-17,2023-02-16,9,2023-02-16,17,07100204,1239,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2023,2
70,2023-02-17,2022-02-17,15,2022-02-17,16,01300733,899,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
71,2023-02-17,2023-02-17,17,2023-02-17,17,04200310,377,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
72,2023-02-17,2023-02-17,8,2023-02-17,15,07100204,2022,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2023,2
73,2023-02-17,2023-02-16,8,2023-02-16,13,02200209,534,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2023,2
74,2023-02-17,2023-02-17,7,2023-02-17,8,04501044,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
75,2023-02-17,2023-02-16,20,2023-02-17,0,02200212,410,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,20,2023,2
76,2023-02-17,2023-02-16,10,2023-02-16,12,11300724,399,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
77,2023-02-17,2023-02-17,14,2023-02-17,14,02200208,70,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,0,2023,2
78,2023-02-17,2023-02-15,17,2023-02-15,18,07200411,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
79,2023-02-17,2023-02-17,8,2023-02-17,17,04300620,1700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2023,2
80,2023-02-17,2023-02-16,20,2023-02-16,21,04501148,1450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
81,2023-02-17,2023-02-17,11,2023-02-17,19,09200715,1300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2023,2
82,2023-02-17,2023-02-15,23,2023-02-17,7,02500727,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2 days,16,2023,2
83,2023-02-17,2023-02-15,8,2023-02-16,18,07200410,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,10,2023,2
84,2023-02-17,2023-02-13,19,2023-02-13,23,03701555,2140,Unbekannt,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2023,2
85,2023-02-17,2023-02-15,21,2023-02-16,7,02500727,870,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,14,2023,2
86,2023-02-17,2023-02-17,7,2023-02-17,12,11100101,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2023,2
87,2023-02-17,2023-02-16,9,2023-02-16,18,07601544,925,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2023,2
88,2023-02-17,2023-02-16,19,2023-02-17,7,02200210,360,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,12,2023,2
89,2023-02-17,2023-02-15,14,2023-02-15,20,04501043,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2023,2
90,2023-02-17,2023-02-16,15,2023-02-17,15,02200209,530,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,0,2023,2
91,2023-02-17,2023-02-17,20,2023-02-17,20,07100101,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
92,2023-02-17,2023-02-16,22,2023-02-17,9,08100418,4500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,13,2023,2
93,2023-02-17,2023-02-16,16,2023-02-16,17,01200625,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
94,2023-02-17,2023-02-17,8,2023-02-17,14,05300840,374,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2023,2
95,2023-02-17,2023-02-17,9,2023-02-17,16,08100311,337,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2023,2
96,2023-02-17,2023-02-16,9,2023-02-16,22,04300620,2450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,13,2023,2
97,2023-02-17,2023-02-16,20,2023-02-17,9,12400617,3607,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,11,2023,2
98,2023-02-17,2023-02-16,20,2023-02-17,10,11200513,824,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,10,2023,2
99,2023-02-17,2023-02-16,19,2023-02-16,20,04400830,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
100,2023-02-17,2023-02-16,20,2023-02-16,22,02200213,1350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
101,2023-02-17,2023-02-15,14,2023-02-16,13,10200417,620,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1 days,1,2023,2
102,2023-02-17,2023-02-17,5,2023-02-17,7,01401048,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
103,2023-02-17,2023-02-16,13,2023-02-16,14,01100103,2800,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,0 days,1,2023,2
104,2023-02-17,2023-02-16,21,2023-02-17,7,01100313,220,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,14,2023,2
105,2023-02-17,2023-02-16,13,2023-02-16,21,04300622,1599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2023,2
106,2023-02-17,2023-02-16,11,2023-02-16,19,01200625,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2023,2
107,2023-02-17,2023-12-01,10,2023-12-01,18,02400623,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2023,2
108,2023-02-17,2023-02-17,10,2023-02-17,12,01300835,1300,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,0 days,2,2023,2
109,2023-02-17,2023-02-16,19,2023-02-17,7,02200210,360,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,12,2023,2
110,2023-02-16,2023-02-14,4,2023-02-14,15,12500825,1210,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,11,2023,2
111,2023-02-16,2023-02-14,4,2023-02-14,15,12500825,850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,11,2023,2
112,2023-02-16,2023-02-14,9,2023-02-14,14,09300921,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2023,2
113,2023-02-16,2023-02-14,19,2023-02-14,20,02300417,110,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
114,2023-02-16,2023-02-14,17,2023-02-14,21,12500825,3000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2023,2
115,2023-02-16,2023-02-15,21,2023-02-16,11,01300733,1260,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,10,2023,2
116,2023-02-16,2023-02-15,11,2023-02-15,11,02400522,1100,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,0 days,0,2023,2
117,2023-02-16,2023-02-15,12,2023-02-15,19,03300412,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2023,2
118,2023-02-16,2023-02-16,9,2023-02-16,11,02500834,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
119,2023-02-16,2023-06-01,19,2023-07-01,13,08100209,306,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,30 days,6,2023,2
120,2023-02-16,2023-02-15,19,2023-02-16,7,09100101,2716,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,12,2023,2
121,2023-02-16,2023-02-16,10,2023-02-16,20,03701554,349,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,0 days,10,2023,2
122,2023-02-16,2023-02-16,19,2023-02-16,21,04400727,500,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
123,2023-02-16,2023-02-16,20,2023-02-16,20,01100102,2000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
124,2023-02-16,2023-02-15,20,2023-02-15,22,03701555,767,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
125,2023-02-16,2023-02-16,10,2023-02-16,12,11300724,350,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,2,2023,2
126,2023-02-16,2023-02-14,9,2023-02-14,16,06400737,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,7,2023,2
127,2023-02-16,2023-02-15,10,2023-02-15,18,07100204,979,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,8,2023,2
128,2023-02-16,2023-02-13,19,2023-02-14,7,07100204,2600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,12,2023,2
129,2023-02-16,2023-02-16,12,2023-02-16,15,07601544,759,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,3,2023,2
130,2023-02-16,2023-02-16,14,2023-02-16,18,04200308,3500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2023,2
131,2023-02-16,2023-02-16,16,2023-02-16,20,03100103,2429,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,4,2023,2
132,2023-02-16,2023-02-13,22,2023-02-14,7,01400937,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,15,2023,2
133,2023-02-16,2023-02-14,23,2023-02-15,15,02300314,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2023,2
134,2023-02-16,2023-02-16,7,2023-02-16,16,08100416,320,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2023,2
135,2023-02-16,2023-02-14,17,2023-02-15,9,01200517,989,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,8,2023,2
136,2023-02-16,2023-02-16,10,2023-02-16,16,04501151,3300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,6,2023,2
137,2023-02-16,2023-02-16,17,2023-02-16,18,04400830,1570,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,1,2023,2
138,2023-02-16,2023-02-16,21,2023-02-16,21,04400830,1200,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
139,2023-02-16,2023-02-14,16,2023-02-14,16,03601142,2649,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,0,2023,2
140,2023-02-16,2023-02-15,18,2023-02-15,23,01200629,1600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,5,2023,2
141,2023-02-16,2023-02-15,20,2023-02-16,9,07200308,1250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,11,2023,2
142,2023-02-16,2023-02-14,19,2023-02-15,0,02300314,1200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,19,2023,2
143,2023-02-16,2023-02-15,19,2023-02-16,7,02500728,1179,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,12,2023,2
144,2023-02-16,2023-02-16,8,2023-02-16,17,01401049,849,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,0 days,9,2023,2
145,2023-02-16,2023-02-15,18,2023-02-16,7,08100208,300,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1 days,11,2023,2
