ANGELEGT_AM,LOR,bike_theft_count
2022-04-11,3601346,1
2022-04-11,3601347,2
2022-04-11,4300414,1
2022-04-11,4300416,1
2022-04-11,4300622,1
2022-04-11,4300624,1
2022-04-11,4400830,1
2022-04-11,4501043,1
2022-04-11,5200630,1
2022-04-11,7100102,1
2022-04-11,7100206,1
2022-04-11,7200412,2
2022-04-11,7400825,1
2022-04-11,7601544,1
2022-04-11,8100209,1
2022-04-11,8100310,1
2022-04-11,9200613,1
2022-04-11,9401329,2
2022-04-11,10300733,1
2022-04-11,10400836,1
2022-04-11,10400938,1
2022-04-11,11300619,1
2022-04-11,11300826,1
2022-04-11,11400929,1
2022-04-11,11400931,1
2022-04-11,11401137,1
2022-04-11,12400720,1
2022-04-11,12400723,1
2022-04-12,1100102,1
2022-04-12,1100414,1
2022-04-12,2200213,1
2022-04-12,2500833,1
2022-04-12,3400826,1
2022-04-12,3601142,1
2022-04-12,3601243,1
2022-04-12,3601244,1
2022-04-12,3601346,1
2022-04-12,3601347,1
2022-04-12,3701660,1
2022-04-12,4300414,2
2022-04-12,4300621,1
2022-04-12,4300623,2
2022-04-12,4501044,1
2022-04-12,4501149,1
2022-04-12,6300633,1
2022-04-12,6400735,1
2022-04-12,7501133,1
2022-04-12,8100101,2
2022-04-12,9100101,1
2022-04-12,9100304,1
2022-04-12,9100407,1
2022-04-12,9200510,4
2022-04-12,11300619,1
2022-04-12,11400931,1
2022-04-13,1100102,1
2022-04-13,1100309,2
2022-04-13,1100310,1
2022-04-13,1200624,1
2022-04-13,1200629,1
2022-04-13,1401047,1
2022-04-13,2200208,3
2022-04-13,2200210,1
2022-04-13,2200211,1
2022-04-13,2300314,1
2022-04-13,2300419,2
2022-04-13,2400521,1
2022-04-13,2400624,1
2022-04-13,2400625,1
2022-04-13,2500726,1
2022-04-13,2500729,1
2022-04-13,2500833,1
2022-04-13,2500834,1
2022-04-13,3400827,1
2022-04-13,3500933,1
2022-04-13,3601142,1
2022-04-13,3601243,1
2022-04-13,3601244,1
2022-04-13,3601452,1
2022-04-13,3701554,1
2022-04-13,3701556,1
2022-04-13,4200311,1
2022-04-13,4300621,1
2022-04-13,4501043,1
2022-04-13,4501149,2
2022-04-13,4501152,1
2022-04-13,5100210,1
2022-04-13,5100314,1
2022-04-13,5100315,1
2022-04-13,6100103,2
2022-04-13,6400843,1
2022-04-13,7100102,1
2022-04-13,7200414,1
2022-04-13,7601339,1
2022-04-13,8100310,1
2022-04-13,8100312,1
2022-04-13,9100101,2
2022-04-13,9100407,1
2022-04-13,9501940,1
2022-04-13,10200628,1
2022-04-13,10300734,1
2022-04-13,12500930,1
2022-04-14,1100310,2
2022-04-14,1300834,1
2022-04-14,2100101,1
2022-04-14,2200208,1
2022-04-14,2200211,1
2022-04-14,2300315,1
2022-04-14,2300419,1
2022-04-14,2400625,1
2022-04-14,3400722,1
2022-04-14,3500935,1
2022-04-14,3601243,1
2022-04-14,3601244,1
2022-04-14,3701660,1
2022-04-14,4200308,1
2022-04-14,4300623,1
2022-04-14,4501148,1
2022-04-14,4501153,1
2022-04-14,6100103,1
2022-04-14,6100210,1
2022-04-14,7100102,1
2022-04-14,7100103,1
2022-04-14,7100206,2
2022-04-14,7200307,1
2022-04-14,7200308,1
2022-04-14,7200412,1
2022-04-14,7400825,1
2022-04-14,8100102,1
2022-04-14,8100311,1
2022-04-14,8100313,2
2022-04-14,9100101,2
2022-04-14,10100315,1
2022-04-14,10200524,1
2022-04-14,11400930,1
2022-04-14,11501238,1
2022-04-14,12500930,1
2022-04-14,12601032,1
2022-04-15,1100102,1
2022-04-15,1100207,1
2022-04-15,1100311,1
2022-04-15,1200519,1
2022-04-15,1200520,1
2022-04-15,1200522,1
2022-04-15,1300731,1
2022-04-15,1300733,1
2022-04-15,1300834,2
2022-04-15,1300836,1
2022-04-15,1401045,1
2022-04-15,2300417,1
2022-04-15,2300419,1
2022-04-15,2400623,1
2022-04-15,2400625,1
2022-04-15,2500727,1
2022-04-15,2500831,1
2022-04-15,3400826,1
2022-04-15,3500934,1
2022-04-15,3601142,1
2022-04-15,3601346,1
2022-04-15,3701554,2
2022-04-15,4400835,1
2022-04-15,4501041,1
2022-04-15,5100103,1
2022-04-15,6100102,1
2022-04-15,6100103,1
2022-04-15,6100209,1
2022-04-15,6200420,1
2022-04-15,7100101,1
2022-04-15,7200412,1
2022-04-15,7300516,1
2022-04-15,7400720,1
2022-04-15,8100314,1
2022-04-15,8200624,2
2022-04-15,9100101,1
2022-04-15,9200511,1
2022-04-15,11100309,1
2022-04-15,11401034,1
2022-04-15,11501339,1
2022-04-15,12400618,1
2022-04-15,12601133,1
2022-04-16,1100311,2
2022-04-16,2100101,1
2022-04-16,2100105,1
2022-04-16,2300314,1
2022-04-16,2300417,1
2022-04-16,2400521,2
2022-04-16,2500830,3
2022-04-16,3500933,1
2022-04-16,3500934,1
2022-04-16,3701659,1
2022-04-16,4501149,1
2022-04-16,6100103,2
2022-04-16,7100101,1
2022-04-16,7200412,1
2022-04-16,8100206,1
2022-04-16,8100419,1
2022-04-16,9100101,1
2022-04-16,9100408,1
2022-04-16,9200613,2
2022-04-16,9301025,2
2022-04-16,10100104,1
2022-04-16,11300722,2
2022-04-16,12601031,1
2022-04-17,1200518,1
2022-04-17,1200629,1
2022-04-17,1401046,1
2022-04-17,2300315,1
2022-04-17,2400521,2
2022-04-17,2400522,1
2022-04-17,3400721,1
2022-04-17,3601348,1
2022-04-17,3601453,1
2022-04-17,4300621,1
2022-04-17,5100103,1
2022-04-17,5300736,1
2022-04-17,5300841,1
2022-04-17,7400721,1
2022-04-17,8100101,1
2022-04-17,8100314,1
2022-04-17,8200624,1
2022-04-17,10100104,1
2022-04-17,11300722,1
2022-04-17,12500825,1
2022-04-18,1100310,2
2022-04-18,1100416,1
2022-04-18,1300834,1
2022-04-18,1300835,1
2022-04-18,2100101,1
2022-04-18,2200211,1
2022-04-18,2400522,1
2022-04-18,2400623,1
2022-04-18,2400624,1
2022-04-18,2500727,1
2022-04-18,2500835,1
2022-04-18,3100102,1
2022-04-18,3400721,1
2022-04-18,3400826,1
2022-04-18,3601142,1
2022-04-18,3601243,1
2022-04-18,3601347,1
2022-04-18,4200310,1
2022-04-18,4300415,1
2022-04-18,4300619,1
2022-04-18,5100313,1
2022-04-18,5200525,1
2022-04-18,5200527,1
2022-04-18,6300526,1
2022-04-18,7100206,1
2022-04-18,7200409,1
2022-04-18,7200410,1
2022-04-18,7400928,1
2022-04-18,8100101,1
2022-04-18,8100206,1
2022-04-18,8100416,1
2022-04-18,8100417,2
2022-04-18,8200622,1
2022-04-18,8200624,2
2022-04-18,9100101,2
2022-04-18,9200819,1
2022-04-18,9501940,1
2022-04-18,10100316,1
2022-04-18,10400836,1
2022-04-18,11200514,1
2022-04-18,11401137,1
2022-04-19,1100102,1
2022-04-19,1100103,3
2022-04-19,1100205,1
2022-04-19,1100206,1
2022-04-19,1100207,1
2022-04-19,1100415,1
2022-04-19,1200522,1
2022-04-19,1200623,1
2022-04-19,1300730,1
2022-04-19,1300732,1
2022-04-19,1300834,1
2022-04-19,2100101,1
2022-04-19,2300418,1
2022-04-19,2400625,1
2022-04-19,2500726,1
2022-04-19,2500832,1
2022-04-19,2500834,1
2022-04-19,3100103,1
2022-04-19,3200205,1
2022-04-19,3500932,1
2022-04-19,3601142,1
2022-04-19,3601451,1
2022-04-19,3701554,1
2022-04-19,4300416,1
2022-04-19,4300518,1
2022-04-19,4300623,1
2022-04-19,4501042,1
2022-04-19,4501045,1
2022-04-19,4501147,1
2022-04-19,4501149,1
2022-04-19,5100208,1
2022-04-19,5100209,1
2022-04-19,6300526,1
2022-04-19,6400839,1
2022-04-19,7100101,3
2022-04-19,7200308,1
2022-04-19,7200409,1
2022-04-19,7200414,1
2022-04-19,7300517,1
2022-04-19,7300618,1
2022-04-19,7400823,1
2022-04-19,7601546,1
2022-04-19,8100208,1
2022-04-19,8100209,1
2022-04-19,8100311,2
2022-04-19,8100312,1
2022-04-19,8100415,1
2022-04-19,9200715,1
2022-04-19,9501939,1
2022-04-19,9501940,1
2022-04-19,11300721,1
2022-04-19,11300722,1
2022-04-19,11501238,1
2022-04-19,12100102,1
2022-04-19,12100206,1
2022-04-19,12400618,2
2022-04-20,1100310,1
2022-04-20,1200520,1
2022-04-20,2200210,1
2022-04-20,2300316,1
2022-04-20,2400522,1
2022-04-20,2400623,1
2022-04-20,2400625,1
2022-04-20,2500727,1
2022-04-20,2500728,2
2022-04-20,2500834,2
2022-04-20,3400723,3
2022-04-20,3400826,1
2022-04-20,3400827,1
2022-04-20,3400830,1
2022-04-20,3601243,1
2022-04-20,3601453,2
2022-04-20,3701660,1
2022-04-20,4300517,1
2022-04-20,4300621,1
2022-04-20,4300623,1
2022-04-20,4501044,1
2022-04-20,4501147,1
2022-04-20,5100208,1
2022-04-20,5100313,1
2022-04-20,5400943,1
2022-04-20,6100102,2
2022-04-20,6100103,1
2022-04-20,6300526,1
2022-04-20,6400841,1
2022-04-20,7100101,1
2022-04-20,7100102,1
2022-04-20,7100204,1
2022-04-20,7100206,1
2022-04-20,7200410,1
2022-04-20,7300517,1
2022-04-20,7300619,1
2022-04-20,8100206,1
2022-04-20,8100418,1
2022-04-20,8200726,2
2022-04-20,8200832,1
2022-04-20,8301037,1
2022-04-20,9100101,1
2022-04-20,9100304,1
2022-04-20,9200715,2
2022-04-20,9300922,1
2022-04-20,9301126,1
2022-04-20,9401329,1
2022-04-20,10300733,1
2022-04-20,11300722,1
2022-04-20,12100206,1
2022-04-20,12200515,1
2022-04-21,1100309,1
2022-04-21,1100313,2
2022-04-21,1200522,3
2022-04-21,1200623,1
2022-04-21,1300733,1
2022-04-21,1400940,1
2022-04-21,1401043,1
2022-04-21,1401047,1
2022-04-21,2100101,1
2022-04-21,2100103,1
2022-04-21,2100105,1
2022-04-21,2200208,1
2022-04-21,2200209,1
2022-04-21,2300314,1
2022-04-21,2300315,1
2022-04-21,2400520,1
2022-04-21,2400522,3
2022-04-21,2400625,1
2022-04-21,2500830,1
2022-04-21,2500834,1
2022-04-21,2500835,3
2022-04-21,3400619,1
2022-04-21,3400723,2
2022-04-21,3500932,1
2022-04-21,3501037,1
2022-04-21,3501038,1
2022-04-21,3601139,1
2022-04-21,3601243,1
2022-04-21,3601245,1
2022-04-21,3601451,1
2022-04-21,3701555,1
2022-04-21,4300413,1
2022-04-21,4300619,1
2022-04-21,4400729,1
2022-04-21,4501045,1
2022-04-21,4501149,1
2022-04-21,5300841,1
2022-04-21,5400945,1
2022-04-21,6200313,1
2022-04-21,6400842,1
2022-04-21,7100205,1
2022-04-21,7200410,1
2022-04-21,7200411,1
2022-04-21,7200412,1
2022-04-21,7300619,1
2022-04-21,7601339,1
2022-04-21,8100102,1
2022-04-21,8100208,2
2022-04-21,8100417,1
2022-04-21,8200622,1
2022-04-21,8200726,1
2022-04-21,8200831,1
2022-04-21,9100101,2
2022-04-21,9200715,2
2022-04-21,9501737,2
2022-04-21,9501940,1
2022-04-21,10100102,1
2022-04-21,10300731,1
2022-04-21,10300733,1
2022-04-21,11200411,1
2022-04-21,12200310,1
2022-04-21,12400619,1
2022-04-21,12400720,1
2022-04-22,1100206,1
2022-04-22,1100207,1
2022-04-22,1100310,2
2022-04-22,1100311,1
2022-04-22,1200626,2
2022-04-22,1300733,1
2022-04-22,2200211,1
2022-04-22,2400522,1
2022-04-22,2400625,2
2022-04-22,2500834,1
2022-04-22,3200207,1
2022-04-22,3400619,1
2022-04-22,3500932,1
2022-04-22,3500936,1
2022-04-22,3601139,1
2022-04-22,3601243,2
2022-04-22,3601245,4
2022-04-22,3601347,1
2022-04-22,3701556,1
2022-04-22,3701660,1
2022-04-22,4100102,1
2022-04-22,4400727,2
2022-04-22,4500936,3
2022-04-22,4501043,1
2022-04-22,4501150,1
2022-04-22,4501152,2
2022-04-22,5200527,2
2022-04-22,5200631,1
2022-04-22,5300737,1
2022-04-22,6400737,1
2022-04-22,6400842,1
2022-04-22,7100102,1
2022-04-22,7200410,1
2022-04-22,7300517,1
2022-04-22,8100314,1
2022-04-22,8100418,1
2022-04-22,8100521,1
2022-04-22,9200819,1
2022-04-22,9301025,1
2022-04-22,9501736,1
2022-04-22,9501940,1
2022-04-22,10300734,1
2022-04-22,11400931,1
2022-04-22,11401137,1
2022-04-22,11501238,1
2022-04-22,12200515,1
2022-04-22,12400618,1
2022-04-22,12400720,1
2022-04-22,12601134,1
2022-04-23,1100104,1
2022-04-23,1100206,2
2022-04-23,1100309,1
2022-04-23,1100310,1
2022-04-23,1100415,1
2022-04-23,1200519,1
2022-04-23,1300836,1
2022-04-23,1401045,1
2022-04-23,2300419,1
2022-04-23,2400522,1
2022-04-23,2500834,1
2022-04-23,2500835,2
2022-04-23,3200207,1
2022-04-23,3400619,1
2022-04-23,3400721,1
2022-04-23,3400723,1
2022-04-23,3400827,1
2022-04-23,3601142,1
2022-04-23,3601346,1
2022-04-23,3701657,1
2022-04-23,3701658,1
2022-04-23,3701659,1
2022-04-23,4400830,1
2022-04-23,4500936,3
2022-04-23,4501146,1
2022-04-23,5300737,1
2022-04-23,6200313,1
2022-04-23,7100101,1
2022-04-23,7200409,1
2022-04-23,7400721,1
2022-04-23,7400823,1
2022-04-23,7400927,1
2022-04-23,7501133,1
2022-04-23,8100102,1
2022-04-23,8100105,1
2022-04-23,8100208,1
2022-04-23,8100312,1
2022-04-23,10100315,1
2022-04-23,11100307,1
2022-04-23,11300826,1
2022-04-23,11400929,1
2022-04-23,11401137,1
2022-04-23,11501238,1
2022-04-23,12100101,1
2022-04-23,12200515,1
2022-04-24,1100207,1
2022-04-24,1100310,2
2022-04-24,1400940,1
2022-04-24,1400942,1
2022-04-24,2100101,1
2022-04-24,2200209,1
2022-04-24,2300419,1
2022-04-24,2400520,1
2022-04-24,2400522,2
2022-04-24,2400623,1
2022-04-24,2400624,1
2022-04-24,2400625,2
2022-04-24,2500836,1
2022-04-24,3400721,1
2022-04-24,3501038,1
2022-04-24,3601346,1
2022-04-24,3701554,1
2022-04-24,4200311,1
2022-04-24,4300413,2
2022-04-24,4300623,1
2022-04-24,4400833,1
2022-04-24,4501042,1
2022-04-24,4501149,1
2022-04-24,5400943,1
2022-04-24,6100103,1
2022-04-24,6400735,1
2022-04-24,6400736,1
2022-04-24,6400842,1
2022-04-24,7100102,1
2022-04-24,7100206,1
2022-04-24,7200307,1
2022-04-24,7501032,1
2022-04-24,8100417,1
2022-04-24,8200622,1
2022-04-24,11300620,1
2022-04-24,12100205,1
2022-04-24,12400721,1
2022-04-25,1100206,1
2022-04-25,1100308,1
2022-04-25,1100309,1
2022-04-25,1100310,1
2022-04-25,1200517,1
2022-04-25,1200625,1
2022-04-25,1200629,1
2022-04-25,1401047,1
2022-04-25,1401048,1
2022-04-25,2100102,1
2022-04-25,2200211,2
2022-04-25,2200212,1
2022-04-25,2300314,1
2022-04-25,2300315,2
2022-04-25,2300418,1
2022-04-25,2400521,2
2022-04-25,2500729,2
2022-04-25,2500834,1
2022-04-25,2500835,1
2022-04-25,3200206,1
2022-04-25,3300411,3
2022-04-25,3300514,1
2022-04-25,3500932,1
2022-04-25,3500933,1
2022-04-25,3500935,1
2022-04-25,3601139,1
2022-04-25,3601141,1
2022-04-25,3601347,1
2022-04-25,3701555,1
2022-04-25,3701556,1
2022-04-25,4300414,1
2022-04-25,4300623,2
2022-04-25,4500939,1
2022-04-25,4501045,1
2022-04-25,4501149,1
2022-04-25,4501152,1
2022-04-25,6300629,1
2022-04-25,6300633,1
2022-04-25,6400735,1
2022-04-25,6400737,1
2022-04-25,6400842,1
2022-04-25,7100103,1
2022-04-25,7200412,1
2022-04-25,7300515,1
2022-04-25,7300618,1
2022-04-25,7501030,1
2022-04-25,8100102,1
2022-04-25,8100103,1
2022-04-25,8100416,2
2022-04-25,8100419,1
2022-04-25,8200833,1
2022-04-25,9100101,1
2022-04-25,9200818,1
2022-04-25,9401329,1
2022-04-25,9501737,1
2022-04-25,9501939,1
2022-04-25,10400938,1
2022-04-25,11200514,1
2022-04-25,11300721,1
2022-04-25,11300725,1
2022-04-25,11300826,1
2022-04-25,11401034,1
2022-04-25,12200307,1
2022-04-25,12400722,1
2022-04-25,12400723,1
2022-04-25,12500927,1
2022-04-25,12601133,1
2022-04-26,1100102,1
2022-04-26,1100103,1
2022-04-26,1200522,1
2022-04-26,1200627,1
2022-04-26,1200629,1
2022-04-26,1300731,2
2022-04-26,1300834,2
2022-04-26,1400942,1
2022-04-26,2100101,2
2022-04-26,2200212,1
2022-04-26,2200213,1
2022-04-26,2300315,1
2022-04-26,2300316,1
2022-04-26,2300418,1
2022-04-26,2400522,1
2022-04-26,2400623,1
2022-04-26,2400625,1
2022-04-26,2500729,1
2022-04-26,2500831,1
2022-04-26,2500834,1
2022-04-26,2500835,1
2022-04-26,3100103,1
2022-04-26,3400723,1
2022-04-26,3400725,1
2022-04-26,3400826,1
2022-04-26,3400827,2
2022-04-26,3400830,1
2022-04-26,3601142,1
2022-04-26,3601244,1
2022-04-26,3601245,2
2022-04-26,3601348,1
2022-04-26,3701554,1
2022-04-26,3701658,1
2022-04-26,4300412,1
2022-04-26,4300414,1
2022-04-26,4300415,1
2022-04-26,4300416,1
2022-04-26,4300621,1
2022-04-26,4501040,1
2022-04-26,4501146,1
2022-04-26,4501149,2
2022-04-26,4501152,1
2022-04-26,5300737,1
2022-04-26,7100101,1
2022-04-26,7100206,1
2022-04-26,7200307,1
2022-04-26,7200409,1
2022-04-26,7300517,1
2022-04-26,7300619,2
2022-04-26,8100105,1
2022-04-26,9100101,1
2022-04-26,9100203,1
2022-04-26,9200511,1
2022-04-26,9501736,1
2022-04-26,9501737,1
2022-04-26,10400939,1
2022-04-26,11200512,1
2022-04-26,11300721,1
2022-04-26,11400930,1
2022-04-26,11501340,1
2022-04-26,12100206,1
2022-04-26,12400721,1
2022-04-26,12500927,1
2022-04-26,12500928,1
2022-04-27,1100207,1
2022-04-27,1100308,1
2022-04-27,1100311,1
2022-04-27,1100415,2
2022-04-27,1300834,2
2022-04-27,1300836,1
2022-04-27,1400942,1
2022-04-27,1401045,1
2022-04-27,1401049,1
2022-04-27,2100103,1
2022-04-27,2100106,1
2022-04-27,2200208,1
2022-04-27,2200210,2
2022-04-27,2300316,1
2022-04-27,2300417,1
2022-04-27,2400624,1
2022-04-27,2500727,1
2022-04-27,2500728,1
2022-04-27,2500831,1
2022-04-27,2500834,1
2022-04-27,3200206,1
2022-04-27,3400721,1
2022-04-27,3601140,1
2022-04-27,3601141,1
2022-04-27,3601244,1
2022-04-27,3601347,1
2022-04-27,3701555,1
2022-04-27,4300621,2
2022-04-27,4300623,1
2022-04-27,4300624,1
2022-04-27,4400727,1
2022-04-27,4501147,1
2022-04-27,4501152,1
2022-04-27,5100209,1
2022-04-27,5300840,1
2022-04-27,6400735,2
2022-04-27,6400842,1
2022-04-27,7100101,1
2022-04-27,7200411,1
2022-04-27,7200413,2
2022-04-27,7300515,1
2022-04-27,8100101,1
2022-04-27,8100104,1
2022-04-27,8100207,1
2022-04-27,8100208,1
2022-04-27,8100311,1
2022-04-27,8100417,1
2022-04-27,8100418,1
2022-04-27,9100101,1
2022-04-27,9200613,1
2022-04-27,9200715,2
2022-04-27,9300923,1
2022-04-27,9301024,1
2022-04-27,10100102,1
2022-04-27,10200630,1
2022-04-27,11100101,1
2022-04-27,11300724,1
2022-04-27,11300826,1
2022-04-27,11400929,2
2022-04-27,11401033,1
2022-04-27,11401137,1
2022-04-27,12500928,1
2022-04-28,1100101,1
2022-04-28,1100103,1
2022-04-28,1100308,1
2022-04-28,1100310,1
2022-04-28,1100313,1
2022-04-28,1200520,1
2022-04-28,1200522,1
2022-04-28,1200625,1
2022-04-28,1200629,1
2022-04-28,2100101,1
2022-04-28,2100103,1
2022-04-28,2100105,2
2022-04-28,2200212,1
2022-04-28,2300419,1
2022-04-28,2500832,1
2022-04-28,2500836,1
2022-04-28,3300411,1
2022-04-28,3400723,1
2022-04-28,3400827,1
2022-04-28,3500933,1
2022-04-28,3501037,1
2022-04-28,3601142,1
2022-04-28,3601452,2
2022-04-28,3701554,1
2022-04-28,3701660,1
2022-04-28,4200207,1
2022-04-28,4200309,1
2022-04-28,4300619,1
2022-04-28,4300624,1
2022-04-28,4501040,1
2022-04-28,4501146,1
2022-04-28,4501148,1
2022-04-28,5200629,1
2022-04-28,5200631,1
2022-04-28,6300527,1
2022-04-28,6400843,1
2022-04-28,7100102,1
2022-04-28,7100204,1
2022-04-28,7200409,2
2022-04-28,7200414,1
2022-04-28,7300515,1
2022-04-28,7300618,1
2022-04-28,7501030,1
2022-04-28,7501031,1
2022-04-28,7501133,2
2022-04-28,7601237,1
2022-04-28,8100311,1
2022-04-28,8100312,2
2022-04-28,8300935,1
2022-04-28,9100203,1
2022-04-28,9100304,1
2022-04-28,9200715,1
2022-04-28,9200716,1
2022-04-28,9300923,1
2022-04-28,9501737,1
2022-04-28,9501838,1
2022-04-28,10100102,1
2022-04-28,10100207,1
2022-04-28,11300620,2
2022-04-28,11300722,1
2022-04-28,11400927,1
2022-04-28,11401034,1
2022-04-28,11401137,1
2022-04-28,11501339,1
2022-04-28,11501341,1
2022-04-29,1100104,1
2022-04-29,1100206,3
2022-04-29,1100310,2
2022-04-29,1100312,1
2022-04-29,1100416,1
2022-04-29,1200518,1
2022-04-29,1200521,1
2022-04-29,1200522,1
2022-04-29,1200623,1
2022-04-29,1200625,1
2022-04-29,1300730,1
2022-04-29,1300835,1
2022-04-29,1300836,1
2022-04-29,1400938,1
2022-04-29,2100101,1
2022-04-29,2200210,1
2022-04-29,2300417,1
2022-04-29,2300418,1
2022-04-29,2300419,1
2022-04-29,2400521,1
2022-04-29,3100101,2
2022-04-29,3400721,2
2022-04-29,3400827,1
2022-04-29,3500932,1
2022-04-29,3601245,1
2022-04-29,3601452,1
2022-04-29,3701554,1
2022-04-29,3701555,1
2022-04-29,4300416,1
2022-04-29,4300621,1
2022-04-29,4300623,1
2022-04-29,4300624,1
2022-04-29,4400835,1
2022-04-29,4500937,3
2022-04-29,4501040,1
2022-04-29,4501149,1
2022-04-29,5100103,1
2022-04-29,5300735,1
2022-04-29,6100209,1
2022-04-29,6300525,1
2022-04-29,6300629,1
2022-04-29,7100103,1
2022-04-29,7200413,1
2022-04-29,7300516,1
2022-04-29,7300618,1
2022-04-29,7501133,1
2022-04-29,8100208,1
2022-04-29,9100305,1
2022-04-29,9200613,1
2022-04-29,9301024,1
2022-04-29,10300731,1
2022-04-29,11100205,1
2022-04-29,11300617,1
2022-04-29,11300619,1
2022-04-29,11300723,1
2022-04-29,11401135,1
2022-04-29,12400618,1
2022-04-29,12400720,1
2022-04-29,12400722,1
2022-04-29,12500928,1
2022-04-30,1100309,1
2022-04-30,1401048,1
2022-04-30,2100101,1
2022-04-30,2200213,1
2022-04-30,2300418,1
2022-04-30,2400521,1
2022-04-30,2400522,1
2022-04-30,2500727,1
2022-04-30,2500831,1
2022-04-30,2500832,1
2022-04-30,2500835,1
2022-04-30,3300514,1
2022-04-30,3400826,3
2022-04-30,3400828,1
2022-04-30,3501038,1
2022-04-30,3601142,1
2022-04-30,3601243,1
2022-04-30,4300623,2
2022-04-30,4500936,1
2022-04-30,4501147,1
2022-04-30,5200629,1
2022-04-30,5300736,1
2022-04-30,6200422,1
2022-04-30,6300527,1
2022-04-30,7501030,1
2022-04-30,7501031,1
2022-04-30,8100103,1
2022-04-30,8100206,1
2022-04-30,8100208,1
2022-04-30,8100314,1
2022-04-30,8100417,2
2022-04-30,9200613,1
2022-04-30,10100102,1
2022-04-30,11200514,1
2022-04-30,11501238,1
2022-04-30,12400618,2
2022-04-30,12601133,1
2022-05-01,1100311,1
2022-05-01,1200519,1
2022-05-01,1200520,1
2022-05-01,1300836,1
2022-05-01,1400942,1
2022-05-01,1401046,1
2022-05-01,2500726,1
2022-05-01,2500728,1
2022-05-01,3400826,1
2022-05-01,3400827,1
2022-05-01,3500934,1
2022-05-01,3601140,1
2022-05-01,3601453,1
2022-05-01,3701555,1
2022-05-01,4100101,1
2022-05-01,4300621,1
2022-05-01,4300624,1
2022-05-01,4501045,1
2022-05-01,4501151,1
2022-05-01,6200314,1
2022-05-01,6200420,1
2022-05-01,6300527,1
2022-05-01,6300634,1
2022-05-01,7200308,1
2022-05-01,7200411,1
2022-05-01,7300515,1
2022-05-01,7400823,1
2022-05-01,8100208,2
2022-05-01,8100415,1
2022-05-01,9501940,1
2022-05-01,9502043,1
2022-05-01,10400938,1
2022-05-01,11501340,2
2022-05-01,12400723,1
2022-05-02,1100206,1
2022-05-02,1100310,1
2022-05-02,1100414,1
2022-05-02,1200629,1
2022-05-02,1300834,1
2022-05-02,1400938,1
2022-05-02,2100104,1
2022-05-02,2200212,1
2022-05-02,2300419,1
2022-05-02,2500834,1
2022-05-02,3500934,1
2022-05-02,3701658,1
2022-05-02,4300619,1
2022-05-02,4300621,1
2022-05-02,4300623,1
2022-05-02,4400832,1
2022-05-02,4400834,1
2022-05-02,5200629,1
2022-05-02,6400840,1
2022-05-02,7300517,1
2022-05-02,7300618,1
2022-05-02,7400720,2
2022-05-02,7601340,1
2022-05-02,8100415,1
2022-05-02,8301036,1
2022-05-02,9200613,1
2022-05-02,9200717,1
2022-05-02,9502043,1
2022-05-02,10400939,2
2022-05-02,11100307,1
2022-05-02,11200411,1
2022-05-02,11300725,2
2022-05-02,11401033,1
2022-05-03,1100102,1
2022-05-03,1200517,1
2022-05-03,1401044,1
2022-05-03,2100106,1
2022-05-03,2200209,1
2022-05-03,2300417,1
2022-05-03,2300419,1
2022-05-03,3200309,1
2022-05-03,3300412,1
2022-05-03,3400724,1
2022-05-03,3501037,1
2022-05-03,3601243,1
2022-05-03,3601347,1
2022-05-03,3601452,1
2022-05-03,4200311,1
2022-05-03,4300518,1
2022-05-03,4501147,1
2022-05-03,5100208,1
2022-05-03,6100205,1
2022-05-03,6300633,1
2022-05-03,7100103,1
2022-05-03,7200307,1
2022-05-03,7200308,1
2022-05-03,8100314,1
2022-05-03,8100521,1
2022-05-03,9100202,1
2022-05-03,9200717,2
2022-05-03,9501939,1
2022-05-03,10300733,1
2022-05-03,11300721,2
2022-05-03,12100206,2
2022-05-04,1100308,2
2022-05-04,1100312,1
2022-05-04,1100415,1
2022-05-04,1100416,1
2022-05-04,1200629,1
2022-05-04,1300733,1
2022-05-04,2100103,1
2022-05-04,2200209,1
2022-05-04,2200210,1
2022-05-04,2400625,1
2022-05-04,2500832,2
2022-05-04,2500835,1
2022-05-04,3200206,1
2022-05-04,3400619,1
2022-05-04,3501038,1
2022-05-04,3601141,1
2022-05-04,3601346,1
2022-05-04,3701554,1
2022-05-04,3701555,1
2022-05-04,3701556,1
2022-05-04,4300619,2
2022-05-04,4300620,2
2022-05-04,4300624,1
2022-05-04,4501146,1
2022-05-04,4501149,1
2022-05-04,4501152,1
2022-05-04,6100103,1
2022-05-04,6200422,1
2022-05-04,7100204,1
2022-05-04,7200410,1
2022-05-04,7300515,1
2022-05-04,7300516,1
2022-05-04,7300517,1
2022-05-04,7601544,1
2022-05-04,8100102,1
2022-05-04,8100104,1
2022-05-04,8100209,1
2022-05-04,8100312,1
2022-05-04,8100416,1
2022-05-04,8100418,1
2022-05-04,9100101,1
2022-05-04,9200510,1
2022-05-04,9200613,3
2022-05-04,10200524,1
2022-05-04,11200410,1
2022-05-04,11300722,2
2022-05-04,12200412,2
2022-05-04,12200413,1
2022-05-04,12500825,1
2022-05-05,1100102,1
2022-05-05,1100205,1
2022-05-05,1100310,1
2022-05-05,1100311,1
2022-05-05,1100312,1
2022-05-05,1200623,1
2022-05-05,1400938,1
2022-05-05,1401045,1
2022-05-05,2100101,1
